lyrics,mood,embedding,reduced_embedding
used laugh used look way used save trouble another day kept finger crossed used never take blame would pull sunshine story pouring rain change would stay stayed know got till missing lot go throw away wrong start bottom heart apologize harmful going harmful,3,"[-0.00138083  0.00356067  0.01036274 ... -0.00115839  0.01046044
 -0.02925294]","[0.001798369349784533, 0.01654611089205999, -0.0982456392958742, 0.11533141060474537, -0.02513742056442032, -0.012409681569421302, -0.0009960473208945112, 0.021777683688107424, -0.01462544706361461, -0.02950648804413883, 0.11718181618486427, 0.07759192047323614, 0.049268273676249905, -0.050780814072408975, -0.01417100050775211, -0.013070665735606299, 0.009903014212878519, -0.026062754643322757, -0.05715490421943642, 0.02031831292854607, 0.023945383308535313, 0.004398671502860164, 0.0012357655909347712, -0.0515476534529627, 0.020933528750610615, 0.019246709546045907, -0.047121919906851994, 0.040256029241804776, 0.015697304154840774, -0.0008206237109164069, -0.04052167376007183, 0.030993091878481295, -0.016554643733328704, 0.005006526383280097, -0.003799150661856689, 0.005061483526295324, -0.000730707031916748, 0.026864121541789746, 0.02392809405235176, 0.042300446475859364, 0.04821558931511636, -0.02427696878970972, -0.007790302446295928, 0.00810511333860935, -0.02796704251619517, -0.03720456323305566, 0.005869503670555328, -0.029367277110980868, -0.025367199169601135, 0.031107370500602548]"
educated money well dressed funny much say conversation foot bill situation pay everything girl like boy girl like car money boy laugh girl funny paper plastic matter action shopping spree favorite thing,1,"[-0.02608987  0.00370093  0.01582233 ... -0.01234549  0.00790438
 -0.04006514]","[0.033161429541963695, 0.1362011686179564, 0.022354868564261256, -0.006229998842766572, 0.104363829257814, -0.004795257207808091, -0.0606450736595896, -0.11345657305596048, -0.013433481575532133, -0.008501902964578279, 0.06723471609991997, 0.042234605803882636, -0.0470804266981254, -0.043694909618786755, 0.038802810013841234, 0.0048813214119861744, -0.014271112653955044, 0.017064107411377462, -0.011767204162589579, -0.06407622286167747, 0.03924792832108443, -0.0008283919970132779, -0.020733784308238457, 0.015341844718137454, 0.005857927219287982, 0.009692085167461194, 0.04848734617394218, -0.03514879180552518, 0.07524247870819306, -0.03242904122341883, 0.017724349780999855, -0.03812376668021158, 0.0306836072781247, 0.0026542916945076316, -0.01675868827221993, 0.023576253880201875, -0.024195949087601275, -0.02332845275801617, 0.0010001635398004993, 0.024207479646255477, -0.03352684601282983, 0.013685705655939047, 0.010938464856686491, 0.03623028896675531, 0.016365513444819724, -0.03414039709428605, 0.03990205684201142, -0.06003750389245274, 0.021995698035954796, -0.0224415041288665]"
become resistant weakness pain become one want live feel alive changed changed changed,3,"[ 0.00095709 -0.0107006   0.01296677 ...  0.00391551 -0.0056319
 -0.01512566]","[0.056417598001881626, -0.017568122384154505, -0.14829707400406802, -0.024193194442517385, -0.03757803365347823, -0.010991504422686423, -0.0958844339274931, -0.07099903239802587, 0.10279307285649403, 0.08529453438632299, -0.0025044194945411215, -0.05536257262064715, 0.04571944130415945, 0.02865475749429255, -0.032984683310826816, -0.03897875850953177, -0.0067770225078006615, 0.06382803794875958, 0.03555292891525284, -0.006691515829706855, -0.042698862270822, 0.01964972592543486, -0.014955401162922318, 0.03960834669792642, -0.0015069689567637921, 0.03442947860095331, -0.005225728013147932, -0.008623616424545628, -0.007054541911490991, -0.0007081990476752692, -0.022386703658502333, 0.017809552416617865, -0.025470215221962123, -0.09438736524769052, 0.07009559705413064, -0.029914499490550847, 0.0194399722170241, -0.003514908352667689, -0.007445269556542384, 0.013253045238817296, 0.05994507340767173, -0.002430763220079656, 0.00787900667640647, 0.02421543542356542, -0.014510560822247075, 0.03084294833846839, 0.0021485172642, -0.026769609461779535, 0.005616360600058222, -0.002235683405317687]"
hold picture hand though understand drifting space eye covered cloud containing doubt held lie grace one one one one one one,3,"[-0.00256691 -0.00327306  0.00135875 ...  0.0075702   0.0070682
 -0.03635839]","[-0.009186759667215515, -0.12335846255558387, -0.004892226193544287, -0.01632267847515898, 0.051508955605889584, -0.0062943128869575125, -0.05890053742603061, 0.04048623028573997, -0.11128457470422573, -0.023786287584370215, 0.02489249779801212, -0.02822491298195037, 0.0068344353651015235, 0.0012337465275646263, -0.047497736522502054, 0.019620719043858613, -0.03960858601176295, -0.024127016842250645, -0.00302318527958893, 0.06609378211759001, 0.026586298759805463, -0.02925101763590584, -0.003593789207653052, -0.028520584845909833, -0.04866900262031952, -0.034146986739228044, 0.019653414800206503, -0.02265864110644847, 0.005515646806443749, 0.015831921524830685, -0.029697577236087843, 0.007817809741396377, -0.0027535160026519404, 0.013691767720920274, -0.00896654193133596, 0.07381769322099349, 0.050125761316129946, 0.016265805142498015, 0.0024672523393209885, 0.026159856016798703, -0.01487082243075345, 0.010070125707161714, 0.0010183424279963328, -0.015778503788326737, 0.0528813619967447, -0.015189768592746422, 0.006222267244683389, -0.0010248352375580823, -0.005202567174484128, -0.0342226521518165]"
brick mortar reflecting social change track pavement reveal craving success try hide past pulling house build car part window mirror like twoway glass progress nothing stand path,0,"[-0.01522835  0.0153849   0.00622654 ... -0.01299391 -0.0185302
 -0.02338334]","[0.05702647522659691, -0.045249298956531854, 0.03580505788388831, 0.09301873622071077, 0.008098943973885084, 0.02970947733712005, -0.058146138046287744, -0.06195837670927031, -0.03922871247523013, 0.066479624164333, -0.019526338889284775, 0.004110215911957671, 0.023024007701781264, 0.03287159741603488, -0.002270131850777529, -0.011650318952891607, -0.03891406587857926, 0.0637679362826668, -0.02249460495414071, -0.022830950956356774, 0.0374401827191645, -0.043286122242611476, -0.1008063866085495, 0.06272236327529615, -0.14179868277074978, 0.044395601756797944, 0.01748120790703663, 0.03819974549589128, 0.029750430467972308, -0.03738436948932101, 0.03698477042210882, -0.004068031617486533, 0.01385660274835484, 0.05319908810305134, -0.026881527818908714, -0.025475692585444146, 0.009609416876661682, -0.03896585882200419, -0.005602375916170006, -0.0007200268754122196, -0.0006705056547605971, -0.019811273535891544, 0.008826193095408934, -0.05675103378100671, 0.00926559856380721, 0.0303756377003618, 0.021123650466694087, 0.004414142795629091, -0.03842283900444536, -0.03992553449050166]"
edge paradise year woe fall cold ice dear cry renounce thy name eternal pain eternal pain lead throne temptation pain head throne temptation head throne temptation eternal eternal pain lead throne lead temptation time choir sang endless melody light music sphere place mortal embraced thunder majesty fate lay hand feel wing slowly fading forever lost time cry burning conflict feeling summons descend side beyond star blazing,3,"[-0.00056206 -0.02725284 -0.02004208 ... -0.0042634   0.01113144
 -0.03896004]","[0.011679770140200394, -0.1759726512549314, -0.012986563763360937, -0.1127086311452596, -0.07956633223345409, 0.0919178372561103, 0.05775744641812593, 0.03890724763235544, 0.0029175443142028567, 0.021456248570051514, 0.018995631774928502, -0.005502977588325204, 0.03948697148651691, -0.004820447683154408, -0.014008787469589359, -0.0006253535025565031, 0.016999757107321198, 0.014886573621228428, -0.049963238419337454, -0.046795138630865464, -0.07294855328221711, 0.010138911201448338, 0.007958084806886352, 0.019334850798944703, -0.025271284938342183, -0.010677992708420752, -0.037014827477629825, -0.004734120934247436, 0.00436719027133265, 0.024488625507985914, 0.028187524560239555, -0.005550561070262052, 0.007189263555063576, 0.0661425805441179, 0.01474089219011735, -0.027252987154441823, -0.013472998680038496, -0.009205721486177234, 0.005334298240241416, -0.021460740725138455, 0.016829576223535134, -0.007362727398187781, -0.016421859634585055, 0.026276848418369626, -0.001898009032166765, 0.0073273894773675545, 0.03997284269258698, 0.06762486457506788, -0.012531877475212592, -0.016957877405271684]"
like baby smell like butter smell smelled like born scentless senseless born scentless apprentice way away away wet nurse refused feed electrolyte smell like semen,0,"[ 0.00716747 -0.00701786 -0.02861547 ...  0.00755508  0.00042225
 -0.00963596]","[0.03431034053123695, 0.025786504390110283, 0.03686865408815877, -0.08742784893625555, 0.05361641841550984, -0.16239048312054902, -0.045167264381615946, 0.003263471940120325, 0.02841463442793021, 0.00860697637382136, 0.08504253609189487, -0.008852395841220141, -0.024238824983774967, 0.11029217348265821, -0.031015602346158255, -0.04259836842082605, 0.048345835563026573, -0.04936257648784968, 0.005118613957425893, -0.02026086180250319, -0.04848382965241857, -0.010325244010335742, 0.03425048393995804, 0.01426467539919154, -0.05078477748294205, 0.010161335589863195, 0.027598755525224884, 0.04054243461626817, -0.012170123051991508, 0.0011217251986401985, -0.04619612647035769, -0.015260830002289848, -0.07387694075431155, -0.02454670186439217, -0.00037794595255013727, -0.06088985545501588, -0.00603855735587864, 0.009112419707475379, -0.015430757973412916, 0.022056136858910162, -0.00825750637327125, 0.02903318228590573, 0.02174182831333416, -0.03783203870965851, 0.00025491280782590945, 0.036824224104343516, 0.008365084156320996, -0.006678330439296298, 0.011698622562112746, -0.05572128214424482]"
darkness fall like black leather jacket melt sidewalk like sleeping drunk street wind throw yesterday headline around another night come go awhile back someplace go somewhere home house family choice accident sometimes soon something get started day much shorter people good part town come around something missing even though shrug attempt explain torn tshirt made danger like flashback move like story proceed like talking old day except tell future lead take walk haunted hall stumble shattered recall know nothing relive,3,"[ 0.01243099 -0.00243608  0.0055711  ... -0.00126236 -0.00450393
 -0.01528814]","[-0.014748243530419852, -0.06439528256787744, 0.04159716699854692, 0.08353117157333652, -0.14239287369418377, -0.027558285079541327, 0.06906715563043435, -0.022287079265387234, 0.007754749228763612, -0.03392617066574163, -0.03667935717467317, 0.004562160443207853, 0.0072061419169826245, 0.028013358505600123, 0.016094508604212673, 0.03580293447213179, -0.0019006832586007123, 0.0381775719920768, -0.03724315224629151, -0.050630764842621814, -0.006032719417832884, 0.017801823301575054, -0.0185213442671882, 0.022977837347301033, -0.013003644688311146, -0.01082048207108351, -0.010794323622205981, 0.0697308444959442, 0.0034693892717861104, -0.048098015875785716, 0.005552431465603579, -0.01929260519327732, -0.03576481298357472, -0.028917928035283244, 0.007189865588612775, -0.005971671933858526, 0.033780704430231796, -0.0011690111496191536, 0.002383941131161579, -0.03849081230048926, -0.026059969287597108, -0.026724184528521322, 0.01543646618283243, -0.025515482390543034, -0.032653413499028866, 0.007365567789679242, 0.02808114713951335, -0.054032522553101744, -0.014476641949527747, -0.040187144184578735]"
met u go girl cmon going tonight feeling alright going let hang want make noise really raise voice yeah want scream shout inhibition make condition met little gutta line going act politically correct want good time best thing woman prerogative little fun oh oh oh go totally crazy forget lady men shirt short skirt oh oh oh really go wild yeah style oh oh oh get action feel attraction,1,"[-0.02954389 -0.00933001  0.00954221 ... -0.01467611  0.01297166
 -0.02550522]","[-0.01546695033489502, 0.1845452934329958, 0.05136407153922936, -0.03994818028992062, -0.0667730800857142, 0.003933641035701407, -0.007657421555046194, -0.06116685834217083, 0.0035663368644061606, 0.02312375343579029, -0.03931632004280024, 0.009551276863141707, 0.037456348795283645, -0.03639089961093913, 8.3613080199661e-05, 0.05063093678590912, 0.005148486477786505, 0.003550025339839353, 0.00872285076696369, -0.1144325453231117, 0.026727991558561464, 0.03190625822633822, 0.08081715600796673, -0.007838613455135505, -0.04310209173890389, -0.013903982710000838, -0.016989038831654726, 0.026904694320919017, 0.08532847723244433, 0.02629762216106775, -0.02045953330714387, -0.022735992147060832, 0.0003741471950014222, 0.001888844421405909, 0.051471509109415746, 0.01398432246851716, -0.009638025431686436, -0.0034892741037948496, 0.007179148900343681, 0.021690099904023624, -0.009333657945573174, 0.0564920275617605, 0.010543652916377943, 0.005442476312081384, -0.008797330379152115, 0.0063223683986370835, -0.06769335337282018, 0.009652340489714993, 0.045749471878110654, 0.02274923849477681]"
nobody road nobody beach feel air summer reach empty lake empty street sun go alone driving house though know home see brown skin shining sun got hair combed back sunglass baby tell love still strong boy summer gone never forget night,1,"[ 0.01583421  0.00418065  0.01723211 ... -0.01832953  0.00422638
 -0.03347132]","[-0.12717564463047035, -0.02807373765000925, 0.08791441277819621, 0.05771068986386647, -0.04876429828471252, 0.004167800361123316, 0.03274612763343094, -0.0754251929801892, 0.05271921267263755, -0.020438864218458926, -0.017565926711744746, -0.01846192048158882, 0.03422944806429375, 0.0990820053965105, 0.06076481577662881, -0.03078894984988582, -0.007206445459285116, -0.035409702645318605, 0.06441601183131525, 0.014122270179492462, -0.023957564758505422, 0.029074709431736165, -0.00013437072416197515, -0.04374092322317766, 0.01589878727796036, -0.02181435623325531, 0.006981045582560905, 0.07191910788809304, -0.0336567637804098, -0.0453330991774362, 0.0070637609475244474, -0.026269876119553615, 0.004702017073842477, 0.018839677710720912, -0.03918386344264085, 0.026650563487937307, 0.02596012765836893, -0.0070775383461607905, -0.014374584872179547, 0.0438785890212522, -0.09729418987558681, -0.023459114048974907, 0.03639266991682041, 0.01238639070643879, -0.031754021408593056, 0.0017332829095071613, 0.022607625365927957, 0.009602078833794478, -0.026063081484485457, -0.03231680348894309]"
